business_id
74408,21
74409,78
74656,32
74670,40
75115,37
75119,25
75121,11
75196,20
75203,25
75206,18
75548,51
75549,3
75560,115
75562,36
75566,50
75567,29
75568,16
75793,6
75801,55
75804,48
76226,17
76227,44
76228,14
76229,4
76230,7
76252,41
76253,11
76380,9
76383,7
76384,27
76472,16
76476,32
76927,7
76934,25
76935,51
76936,9
76940,16
76958,15
77053,52
77062,49
77070,43
77279,21
77292,41
77293,19
77294,15
77295,19
77404,7
77405,11
77580,32
77586,24
77591,5
77594,16
77666,8
77667,55
77708,20
77733,9
77734,26
77775,10
77809,33
77810,14
77846,30
77884,25
77885,34
77887,52
77889,16
77898,21
77986,20
77988,23
77989,65
77990,8
77996,40
78115,24
78135,6
78144,14
78291,9
78295,102
78298,14
78306,39
78307,7
78333,53
78391,48
78485,40
78489,11
78560,24
78564,19
78566,22
78567,48
78571,55
78574,10
78597,7
78692,6
78693,67
78702,27
78835,0
78841,4
78850,78
78853,41
78960,9
78964,34
79057,23
79067,1
79068,15
79224,4
79235,13
79322,18
79324,47
79497,44
79560,35
79588,35
79597,38
79610,34
79664,24
79666,25
79667,30
79673,29
79712,7
79768,32
79822,26
79927,16
80096,81
80099,15
80204,16
80208,29
80286,18
80287,77
80288,50
80297,60
80578,21
80581,21
80586,17
80593,8
80688,26
81106,28
81107,58
81109,57
81118,23
81119,36
81124,45
81204,66
81205,5
81207,9
81283,52
81288,26
81365,71
81372,19
81481,31
81484,91
81490,33
81496,43
81497,25
81499,56
81556,52
81557,47
81570,26
81571,11
81573,11
81727,46
81788,18
81883,61
81888,5
81894,57
81977,37
81979,16
82146,41
82249,13
82250,48
82251,39
82255,39
82305,22
82306,23
82358,23
82399,15
82402,24
82484,51
82493,43
82496,26
82537,40
82538,77
82543,8
82544,37
82602,50
82618,91
82652,14
82708,50
82712,62
82716,36
82717,77
82741,16
82842,64
82860,58
82863,4
82865,12
82866,76
82868,46
82872,0
82901,8
82917,16
82993,21
83052,49
83053,34
83104,25
83147,34
83179,31
83187,45
83222,6
83232,20
83343,30
83344,29
83346,27
83352,31
83391,3
83395,17
83409,5
83416,97
83507,7
83509,33
83510,13
83581,20
83585,4
83592,30
83596,29
83668,7
83669,39
83672,22
83730,40
83753,39
84022,21
84063,27
84064,28
84135,24
84137,9
84188,68
84277,87
84286,2
84290,33
84292,28
84361,22
84367,69
84372,10
84374,40
84376,35
84423,11
84449,134
84451,17
84460,20
84606,5
84634,69
84636,15
84673,48
84714,47
84757,45
84759,43
84787,74
84788,8
84789,18
84792,26
84839,58
84843,43
84844,12
84971,98
85038,34
85040,48
85041,59
85043,52
85098,33
85111,53
85118,19
85172,43
85263,36
85264,49
85267,22
85311,49
85391,21
85393,71
85426,32
85481,23
85484,47
85485,34
85487,40
85497,70
85581,41
85633,5
85634,9
85763,9
85770,37
85861,42
85862,48
85865,32
85878,26
85905,24
85907,6
85964,16
86022,3
86037,1
86157,40
86171,18
86174,58
86177,16
86179,30
86218,33
86220,16
86222,34
86228,11
86280,24
86322,68
86324,9
86327,37
86329,11
86330,52
86389,36
86390,13
86393,25
86398,63
86399,18
86400,13
86435,16
86553,21
86617,46
86623,22
86626,31
86627,43
86628,42
86634,24
86635,50
86674,76
86677,50
86684,25
86689,24
86716,32
86717,20
86722,22
86725,13
86753,15
86754,16
86758,20
86759,44
86760,21
86762,15
86764,26
86827,24
86902,33
86906,13
86913,2
86962,23
86964,29
86965,29
86968,20
87039,48
87040,29
87045,45
87047,21
87048,6
87061,5
87062,6
87064,9
87065,4
87066,10
87067,6
87068,8
87069,8
87070,8
87071,3
87072,0
87074,12
87076,6
87077,10
87078,4
87079,11
87080,6
87081,13
87082,20
87083,8
87084,17
87085,9
87086,6
87087,10
87088,6
87101,9
87102,10
87103,14
87104,6
87105,21
87106,23
87146,82
87148,41
87151,37
87198,3
87199,28
87252,45
87290,7
87292,46
87354,7
87355,52
87358,40
87364,36
87379,22
87380,21
87381,5
87468,12
87474,24
87475,8
87477,28
87482,38
87483,28
87491,92
87544,29
87546,5
87593,14
87607,34
87609,67
87697,32
87704,71
87706,4
87808,67
87813,9
87827,54
87828,42
87830,25
87899,16
87900,32
87915,11
88037,54
88042,38
88043,125
88045,60
88047,49
88048,47
88051,47
88054,42
88055,61
88056,34
88059,36
88066,1
88068,57
88153,75
88154,45
88156,39
88161,50
88163,55
88164,21
88166,38
88168,90
88170,21
88173,30
88197,19
88208,45
88211,28
88214,11
88266,7
88273,44
88274,34
88332,11
88333,43
88337,25
88440,11
88448,44
88449,42
88450,41
88452,20
88476,14
88495,5
88541,11
88591,53
88592,20
88596,43
88640,15
88819,1
88825,20
88826,26
88828,39
88830,61
88835,21
88836,9
88843,48
88858,32
88864,34
88866,7
88971,12
88986,52
89072,15
89079,8
89080,42
89095,11
89182,12
89247,20
89266,2
89357,22
89364,66
89368,28
89370,30
89371,40
89373,48
89376,10
89377,8
89378,39
89389,18
89452,41
89454,19
89497,53
89517,15
89520,39
89559,31
89580,10
89581,5
89590,41
89593,23
89596,28
89627,35
89631,48
89632,31
89634,15
89673,49
89675,33
89683,37
89684,18
89685,6
89691,16
89722,24
89726,9
89730,22
89733,28
89736,42
89768,24
89770,8
89771,43
89772,30
89846,31
89851,73
89873,16
89878,27
89880,24
89884,5
89891,19
89892,22
89901,36
89909,2
89932,13
89940,27
89941,33
89958,51
90002,23
90003,33
90011,16
90012,51
90033,40
90047,12
90052,14
90074,29
90101,44
90118,16
90120,30
90126,9
90128,22
90129,30
90132,30
90143,31
90148,20
90149,21
90157,48
90182,27
90186,8
90189,23
90192,54
90211,44
90215,53
90216,15
90226,5
90227,19
90238,29
90265,37
90270,19
90292,35
90294,29
90323,22
90361,31
90365,19
90391,24
90392,52
90397,24
90435,40
90452,1
90455,4
90466,53
90483,72
90485,14
90486,7
90490,23
90495,3
90496,10
90506,28
90552,13
90574,14
90588,16
90602,25
90604,8
90608,6
90679,37
90681,51
90694,26
90698,0
90701,25
90708,9
90724,10
90725,8
90726,2
90742,10
90758,46
90788,28
90819,3
90821,8
90826,34
90868,33
90869,21
90888,29
90899,6
90912,1
90928,18
90930,24
90941,12
90962,35
91011,53
91084,26
91086,12
91089,43
91090,17
91110,5
91156,101
91381,69
91390,22
91452,11
91454,10
91464,11
91465,70
91466,30
91469,14
91503,12
91510,34
91513,17
91560,13
91640,18
91643,40
91646,20
91649,29
91650,43
91664,32
91668,27
91685,21
91692,15
91695,54
91696,26
91703,21
91707,3
91738,44
91739,65
91740,30
91754,33
91770,9
91775,12
91803,21
91804,18
91847,13
91913,21
91917,12
91937,5
91945,3
91975,34
91978,17
91980,10
92019,19
92029,23
92038,15
92039,24
92066,25
92069,9
92092,17
92093,0
92095,22
92126,22
92130,17
92131,25
92154,14
92184,20
92188,32
92244,1
92262,72
92269,21
92279,1
92295,25
92313,23
92314,46
92315,15
92327,9
92328,46
92329,18
92330,0
92337,21
92338,0
92342,6
92373,15
92375,22
92377,10
92407,35
92420,22
92421,31
92436,23
92445,0
92486,28
92533,12
92536,3
92537,19
92539,0
92568,12
92582,26
92583,5
92585,76
92609,20
92610,32
92643,38
92698,6
92726,51
92746,45
92747,28
92778,11
92863,23
92868,12
92869,25
92879,1
92897,4
92904,11
92917,44
92939,7
92983,24
93015,7
93031,26
93039,0
93049,37
93057,22
93095,16
93130,3
93155,9
93156,10
93157,15
93180,10
93192,15
93211,7
93222,1
93239,34
93249,2
93297,20
93299,5
93325,35
93343,29
93344,9
93357,11
93404,6
93425,6
93441,45
93451,53
93454,32
93490,17
93491,58
93494,50
93506,31
93573,20
93574,15
93598,33
93662,52
93714,10
93797,9
93807,32
93849,20
93850,1
93857,30
93861,1
93896,21
93910,43
93971,4
93996,7
94027,17
94042,1
94043,5
94057,16
94094,22
94131,30
94148,1
94149,42
94199,22
94203,16
94205,3
94247,21
94248,12
94260,30
94261,22
94263,8
94264,6
94271,1
94272,1
94273,5
94278,0
94316,12
94317,20
94323,12
94340,2
94341,7
94345,15
94347,9
94348,16
94349,3
94367,3
94370,11
94418,4
94420,16
94432,18
94433,7
94434,6
94435,5
94446,12
94447,4
94456,7
94457,0
94489,4
94490,19
94491,1
94492,24
94493,6
94494,16
94495,19
94496,17
94568,21
94571,4
94613,1
94615,14
94642,19
94647,50
94648,30
94667,2
94669,17
94680,7
94722,10
94723,22
94766,5
94796,16
94801,23
94812,7
94824,23
94825,0
94826,4
94845,4
94873,7
94876,11
94902,19
94940,5
94941,10
94951,22
94976,6
94984,6
94985,8
94987,11
95067,10
95126,26
95132,6
95153,49
95154,15
95199,4
95209,17
95229,2
95264,11
95274,3
95291,10
95292,2
95293,5
95294,11
95295,8
95296,4
95298,10
95300,9
95301,9
95310,3
95316,5
95317,10
95319,10
95326,12
95342,4
95348,9
95357,21
95358,2
95429,19
95430,9
95463,13
95489,5
95492,1
95526,6
95547,8
95549,1
95590,12
95591,6
95617,9
95618,8
95623,20
95651,13
95668,3
95707,19
95710,22
95712,2
95779,2
95783,8
95790,13
95800,13
95804,9
95805,36
95806,17
95808,16
95809,0
95833,3
95877,19
95878,7
95915,24
95971,14
96008,11
96041,17
96043,20
96061,5
96078,15
96091,3
96109,6
96111,2
96112,12
96113,22
96120,3
96124,36
96157,15
96184,19
96186,5
96189,9
96192,21
96245,23
96300,3
96302,11
96303,0
96322,12
96326,14
96327,28
96328,0
96331,12
96401,2
96402,13
96424,3
96425,12
96429,15
96476,4
96480,15
96481,4
96504,9
96506,15
96518,21
96541,14
96555,6
96569,4
96571,24
96572,4
96592,9
96595,3
96636,15
96638,5
96654,6
96656,7
96693,7
96694,16
96698,11
96700,1
96744,13
96747,0
96754,11
96757,12
96758,8
96779,4
96784,1
96798,14
96805,8
96807,19
96820,0
96834,6
96837,2
96839,1
96840,3
96847,9
96848,7
96849,15
96873,10
96899,0
96902,27
96903,17
96912,0
96927,7
96943,15
96945,7
96959,15
96962,15
96968,7
96979,3
96996,13
97033,2
97042,26
97107,1
97113,5
97131,7
97132,7
97134,6
97204,8
97207,12
97209,6
97214,12
97215,13
97248,5
97249,6
97250,2
97267,6
97275,16
97300,16
97301,2
97357,7
97358,5
97360,7
97376,5
97380,21
97382,11
97446,17
97470,5
97496,17
97506,6
97521,4
97522,5
97524,1
97525,10
97559,16
97561,4
97562,8
97563,3
97567,13
97575,3
97641,4
97648,6
97663,4
97682,4
97683,7
97684,17
97745,16
97747,8
97748,1
97750,9
97752,11
97756,22
97757,1
97779,8
97780,6
97781,9
97783,5
97799,6
97827,4
97828,11
97835,0
97877,8
97879,10
97906,3
97912,6
97945,1
97969,4
97997,2
98002,6
98020,11
98056,5
98069,10
98086,0
98095,3
98097,18
98110,7
98112,3
98113,0
98116,16
98147,3
98166,5
98177,22
98259,4
98267,1
98275,6
98284,3
98295,7
98296,4
98299,11
98333,2
98334,18
98350,13
98351,1
98363,4
98403,3
98409,6
98418,9
98420,1
98436,1
98459,10
98462,1
98484,6
98505,5
98506,16
98515,5
98520,2
98522,9
98534,5
98563,11
98564,4
98571,1
98575,2
98577,15
98615,4
98623,3
98626,17
98633,8
98639,2
98663,7
98668,10
98675,2
98685,1
98686,4
98704,7
98710,4
98711,5
98715,5
98729,2
98730,2
98731,3
98736,4
98738,13
98740,5
98756,4
98779,2
98794,1
98840,3
98850,1
98866,10
98869,6
98879,1
98920,1
98930,3
98931,2
98936,10
98937,0
98938,2
98942,3
98951,2
98952,3
98995,0
98996,0
98997,14
98998,6
98999,3
99003,0
99014,4
99017,0
99018,2
99020,1
99021,2
99022,10
99024,2
99034,8
99043,0
99058,1
99061,6
99075,6
99095,9
99096,2
99097,4
99101,2
99118,16
99119,10
99128,2
99152,6
99158,2
99162,11
99167,7
99168,2
99178,10
99221,6
99223,8
99231,3
99234,9
99240,15
99272,4
99273,2
99278,8
99279,1
99282,11
99287,5
99288,2
99305,1
99306,1
99314,9
99317,3
99318,0
99319,0
99325,5
99326,5
99327,5
99329,2
99330,7
99335,8
99344,4
99353,4
99367,3
99374,1
99402,10
99404,3
99413,0
99414,5
99415,2
99430,2
99445,1
99469,4
99479,15
99540,2
99557,8
99559,1
99649,3
99650,2
99651,8
99652,3
99661,1
99662,6
99663,7
99668,4
99669,3
99670,0
99672,2
99695,5
99707,0
99743,0
99744,6
99745,6
99746,3
99748,2
99780,2
99781,0
99783,7
99785,4
99855,7
99856,0
99861,2
99865,4
99866,4
99881,1
99883,7
99887,9
99951,0
99952,6
99953,0
100002,3
100013,3
100014,4
100049,6
100050,1
100051,3
100053,1
100057,3
100078,4
100079,2
100081,4
100098,2
100105,3
100114,7
100140,5
100177,5
100221,4
100266,3
100267,4
100273,0
100276,3
100280,0
100308,3
100313,0
100314,0
100347,10
100349,1
100350,3
100352,0
100408,9
100430,2
100432,6
100433,6
100436,2
100439,5
100440,1
100441,13
100442,3
100443,5
100446,4
100450,5
100460,3
100462,1
100487,2
100488,4
100490,4
100510,5
100525,1
100532,3
100533,1
100578,12
100583,3
100585,3
100648,1
100650,9
100654,1
100655,6
100672,1
100710,7
100711,0
100712,1
100722,2
100723,4
100724,1
100728,4
100729,0
100730,3
100732,2
100738,0
100742,0
100744,0
100749,0
100780,1
100781,0
100783,2
100784,1
100785,9
100799,0
100800,0
100801,5
100827,0
100859,1
100861,2
100863,5
100912,3
100913,1
100914,2
101018,1
101019,8
101044,2
101045,0
101046,0
101050,0
101055,1
101056,2
101121,3
101124,1
101126,3
101138,0
101146,1
101208,4
101209,3
101210,0
101211,1
101213,2
101216,0
101217,4
101236,2
101237,1
101239,1
101256,2
101302,5
101305,0
101308,1
101309,2
101310,0
101312,5
101318,0
101344,0
101351,2
101355,2
101396,0
101402,4
101408,1
101416,0
101458,4
101460,1
101477,1
101478,1
101483,0
101489,0
101490,0
101503,2
101505,2
101510,6
101518,2
101541,3
101543,0
101544,0
101590,0
101591,1
101595,4
101596,0
101598,4
101650,1
101655,0
101666,0
101667,6
101668,0
32564,1
32571,60
32578,70
32579,25
32587,48
32593,28
32604,45
32608,5
32609,26
32611,60
32613,49
32659,45
32660,48
32724,42
32727,53
32733,28
32765,12
32773,27
32802,5
32804,31
32815,30
32818,41
32827,18
32829,34
32841,89
32852,26
32866,29
32870,17
32874,26
32877,27
32905,37
32910,68
33032,58
33054,38
33055,37
33062,55
33063,46
33067,61
33070,67
33088,57
33092,44
33099,32
33113,18
33114,6
33115,30
33116,38
33122,19
33137,50
33147,27
33158,36
33164,75
33180,82
33201,9
33212,39
33228,91
33239,9
33240,20
33244,72
33245,19
33256,77
33257,14
33262,20
33264,20
33267,31
33276,22
33287,20
33291,19
33292,22
33295,24
33297,24
33317,78
33371,37
33374,61
33395,36
33398,27
33399,33
33403,77
33408,29
33411,104
33412,48
33419,15
33438,30
33441,40
33443,97
33479,24
33481,43
33492,7
33501,51
33508,19
33513,77
33518,66
33519,15
33533,25
33545,9
33589,33
33595,56
33597,58
33602,77
33605,64
33612,50
33616,39
33630,16
33644,45
33646,57
33648,24
33649,71
33655,54
33657,42
33659,40
33665,52
33694,25
33726,74
33733,38
33742,24
33761,32
33783,41
33784,21
33789,16
33814,78
33823,45
33824,66
33826,32
33830,77
33854,29
33858,36
33863,61
33901,71
33906,27
33909,67
33913,14
33917,56
33920,40
33927,28
33938,25
33953,50
33955,48
33962,31
33966,50
33999,51
34001,17
34003,36
34009,80
34011,45
34030,47
34038,50
34041,72
34068,21
34073,54
34092,27
34097,51
34135,28
34173,42
34175,27
34177,39
34193,62
34201,45
34210,50
34211,74
34213,21
34216,13
34222,125
34225,35
34233,67
34239,56
34257,4
34259,37
34264,48
34267,16
34272,23
34291,46
34292,37
34295,27
34301,34
34305,55
34307,62
34308,71
34318,27
34320,39
34326,77
34335,18
34338,51
34344,26
34351,60
34358,22
34363,59
34366,43
34371,37
34372,106
34377,45
34379,59
34380,46
34381,36
34393,29
34396,56
34398,62
34406,6
34407,65
34412,42
34453,22
34455,27
34471,76
34491,42
34493,36
34512,6
34526,37
34573,55
34575,12
34581,14
34592,70
34602,54
34624,24
34628,27
34630,83
34632,12
34635,38
34636,50
34643,19
34648,51
34667,40
34674,39
34675,47
34676,26
34679,30
34680,65
34681,48
34685,11
34687,5
34692,26
34696,46
34712,67
34714,26
34715,87
34716,54
34720,37
34727,41
34729,37
34732,42
34736,52
34742,25
34760,31
34763,8
34765,28
34773,24
34779,79
34783,16
34786,33
34788,76
34789,56
34790,19
34791,12
34792,32
34800,35
34802,26
34811,42
34812,41
34814,53
34817,68
34827,34
34833,37
34835,53
34837,41
34838,63
34839,24
34842,34
34844,21
34845,56
34846,35
34855,16
34857,50
34866,46
34872,39
34875,60
34884,10
34896,18
34897,32
34898,64
34899,46
34915,25
34918,23
34923,58
34933,28
34944,45
34955,44
34968,78
34973,9
34977,32
34984,15
34996,62
35015,86
35019,16
35028,71
35038,63
35052,68
35054,79
35056,25
35058,37
35059,57
35063,10
35064,14
35070,54
35079,29
35085,19
35086,16
35088,36
35095,29
35109,20
35111,36
35113,22
35119,31
35129,64
35135,29
35149,77
35154,69
35158,30
35159,43
35160,34
35163,85
35165,49
35171,37
35172,59
35173,29
35180,68
35189,69
35197,31
35200,94
35203,44
35204,38
35205,28
35206,25
35207,95
35209,43
35211,49
35213,40
35215,41
35217,62
35229,9
35981,41
35988,50
35999,63
36333,56
36387,77
36391,0
36392,47
36491,97
36516,45
36693,33
36704,54
36778,22
36820,33
36894,47
36905,31
36906,2
36994,37
37108,19
37483,39
37586,50
37633,5
37691,12
37723,18
38191,44
38244,31
38442,64
38607,29
38634,39
38833,30
39080,76
39967,40
40141,68
40824,26
40912,25
40990,40
41070,36
41186,60
41222,53
41292,16
41555,23
41556,56
41569,17
41769,68
42087,33
42094,62
42347,60
42787,9
42927,27
43368,9
43435,33
43513,42
43620,43
43625,56
43628,44
43827,100
44047,48
44083,3
44115,30
44198,11
44200,38
44224,51
44344,36
44350,33
44802,103
45074,1
45083,24
45222,18
45260,56
45368,41
45373,41
45404,34
46121,0
46262,56
46365,14
46435,58
46530,29
46733,25
46827,52
46828,26
46878,46
47419,79
47808,40
47890,20
47951,25
48068,60
48148,3
48150,9
48362,35
48491,65
48613,30
48736,22
49174,74
49247,48
49409,38
49416,51
49463,18
49592,25
49678,33
49711,81
49849,96
49894,101
49896,22
49968,58
49969,15
50068,74
50073,63
50120,52
50121,25
50192,16
50199,39
50277,16
51009,37
51013,2
51020,57
51213,22
51467,18
51469,6
51482,61
51670,33
51759,43
51761,35
51860,18
51928,89
51979,2
51980,37
52118,6
52124,27
52126,74
52141,20
52300,50
52331,49
52375,68
52417,27
52528,22
52594,38
52797,31
52869,26
52892,25
52894,40
52942,6
53131,16
53396,16
53397,18
53575,35
53576,5
53649,50
53827,55
53960,26
54075,67
54076,56
54170,24
54253,32
54390,16
54481,30
54791,50
54796,19
54797,38
55139,9
55172,37
55183,11
55272,1
55445,51
55705,11
55811,34
55889,37
55956,30
56073,25
56317,27
56343,63
56419,14
56421,36
56472,55
56535,67
56579,26
56580,19
56766,44
56897,33
56899,51
57012,50
57089,29
57170,31
57205,28
57275,154
57286,20
57328,34
57616,29
57727,78
57758,41
57935,37
57936,21
58537,42
58709,58
58847,22
58849,53
58850,7
58851,5
58852,6
58857,21
58859,57
58881,33
59007,19
59008,27
59047,67
59048,44
59049,41
59263,17
59265,40
59410,33
59457,25
59504,72
59611,52
59630,30
59738,58
59739,28
59771,31
60012,5
60208,81
60210,51
60382,25
60449,32
60707,27
60876,15
60878,64
60880,31
60961,5
60962,29
60974,61
60975,49
60976,17
60977,24
60978,28
60979,30
60980,16
60981,9
60982,46
60984,18
60985,36
60986,37
60988,27
60989,21
60990,21
60991,25
60992,25
60993,33
60994,48
60995,32
61009,31
61010,21
61011,27
61012,39
61091,31
61128,56
61129,30
61244,44
61470,4
61472,50
61484,10
61486,33
61491,33
61687,18
61832,14
61839,26
61951,21
62104,27
62284,25
62389,37
62392,29
62468,6
62546,32
62575,32
62580,19
62588,19
62593,42
62681,29
62735,3
62736,48
62737,15
62821,19
63013,16
63014,57
63089,19
63091,36
63216,54
63221,55
63298,5
63315,32
63316,47
63349,25
63523,8
63546,26
63550,29
63553,25
63624,46
63729,43
63767,42
63778,38
63832,5
63833,17
63865,63
63866,43
63867,25
63868,28
63869,22
63900,10
63901,21
63905,21
63960,36
63961,23
64047,21
64100,51
64221,3
64230,26
64329,10
64332,25
64337,14
64344,37
64345,12
64357,14
64358,4
64360,9
64408,8
64467,57
64468,27
64606,63
64648,27
64728,13
64736,66
64818,64
64895,18
64935,37
64936,50
64938,14
64978,55
