EstablishmentID,InspectionID,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,Latitude,Longitude,InspectionDate,Score,Grade,NameSearch,Intersection
27867,1241909,FUNNEL CAKE #5, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-08-26 00:00:00,100,,FUNNELCAKE,
27867,1241910,FUNNEL CAKE #5, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-08-27 00:00:00,100,,FUNNELCAKE,
28520,1220805,SANDWICH TRAILER #4, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-06-29 00:00:00,98,A,SANDWICHTRAILER,
28520,1220841,SANDWICH TRAILER #4, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-07-22 00:00:00,100,A,SANDWICHTRAILER,
28521,1220803,CORN DOG/SAUSAGE #3, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-06-29 00:00:00,98,A,CORNDOGSAUSAGE,
28522,1221818,CORN DOG/SAUSAGE #2, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-08-18 00:00:00,100,A,CORNDOGSAUSAGE,
28523,1221817,CORN DOG #1, ,STATEWIDE MOBILE,,LOUISVILLE,KY,40206,SELF-CONTAINED MOBILE FOOD UNITS,38.2526647,-85.7584557,2016-08-18 00:00:00,96,A,CORNDOG,
29773,1237799,SHAWNEE MARKET, ,228 AMY AVENUE,,LOUISVILLE,KY,40212,SUPERMARKET WITH PROCESSING,38.2606000,-85.8136000,2016-10-25 00:00:00,95,,SHAWNEEMARKET,
29790,1205055,ANGIO'S, ,3731 BARDSTOWN ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1975000,-85.6565000,2016-06-23 00:00:00,94,A,ANGIOS,
29790,1248041,ANGIO'S, ,3731 BARDSTOWN ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1975000,-85.6565000,2016-12-02 00:00:00,87,C,ANGIOS,
29790,1249692,ANGIO'S, ,3731 BARDSTOWN ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1975000,-85.6565000,2016-12-08 00:00:00,96,A,ANGIOS,
29862,1262142,HAUCK'S HANDY STORE, ,1000 GOSS AVE,,LOUISVILLE,KY,40217,PRE-PACKAGED RETAIL,38.2277000,-85.7364000,2017-01-31 00:00:00,99,,HAUCKSHANDYSTORE,
29918,1247674,IGA PIC PAC, ,9304 BLUE LICK RD,,LOUISVILLE,KY,40229,PRE-PACKAGED RETAIL,38.1142000,-85.6908000,2016-12-01 00:00:00,89,,IGAPICPAC,
29920,1250844,SPEEDY MART #7, ,10231 BLUE LICK RD,,LOUISVILLE,KY,40229,PRE-PACKAGED RETAIL,38.0967000,-85.6959000,2016-12-13 00:00:00,76,,SPEEDYMART,
29920,1252477,SPEEDY MART #7, ,10231 BLUE LICK RD,,LOUISVILLE,KY,40229,PRE-PACKAGED RETAIL,38.0967000,-85.6959000,2016-12-19 00:00:00,83,,SPEEDYMART,
29920,1254925,SPEEDY MART #7, ,10231 BLUE LICK RD,,LOUISVILLE,KY,40229,PRE-PACKAGED RETAIL,38.0967000,-85.6959000,2016-12-30 00:00:00,83,,SPEEDYMART,
29920,1256449,SPEEDY MART #7, ,10231 BLUE LICK RD,,LOUISVILLE,KY,40229,PRE-PACKAGED RETAIL,38.0967000,-85.6959000,2017-01-09 00:00:00,93,,SPEEDYMART,
29928,1219772,BROADWAY FOOD MART, ,4132 W. BROADWAY,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2498000,-85.8208000,2016-08-15 00:00:00,93,A,BROADWAYFOODMART,
29928,1219773,BROADWAY FOOD MART, ,4132 W. BROADWAY,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2498000,-85.8208000,2016-08-15 00:00:00,93,,BROADWAYFOODMART,
29928,1258376,BROADWAY FOOD MART, ,4132 W. BROADWAY,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2498000,-85.8208000,2017-01-17 00:00:00,97,A,BROADWAYFOODMART,
29928,1258377,BROADWAY FOOD MART, ,4132 W. BROADWAY,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2498000,-85.8208000,2017-01-17 00:00:00,97,,BROADWAYFOODMART,
29956,1243273,CVS / PHARMACY #6211, ,3721 LEXINGTON RD,,LOUISVILLE,KY,40207,PRE-PACKAGED RETAIL,38.2525000,-85.6600000,2016-11-09 00:00:00,100,,CVSPHARMACY,
29967,1176680,NEIGHBORHOOD FOOD MART, ,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,38.2416000,-85.7443000,2016-03-03 00:00:00,97,,NEIGHBORHOODFOODMART,
29967,1260373,NEIGHBORHOOD FOOD MART, ,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,38.2416000,-85.7443000,2017-01-24 00:00:00,85,C,NEIGHBORHOODFOODMART,
29967,1261802,NEIGHBORHOOD FOOD MART, ,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,38.2416000,-85.7443000,2017-01-30 00:00:00,98,,NEIGHBORHOODFOODMART,
29979,1218472,CIRCLE K #75, ,1630 ARTHUR ST,,LOUISVILLE,KY,40217,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2227000,-85.7519000,2016-08-11 00:00:00,94,A,CIRCLEK,
29979,1218473,CIRCLE K #75, ,1630 ARTHUR ST,,LOUISVILLE,KY,40217,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2227000,-85.7519000,2016-08-11 00:00:00,95,,CIRCLEK,
29979,1258368,CIRCLE K #75, ,1630 ARTHUR ST,,LOUISVILLE,KY,40217,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2227000,-85.7519000,2017-01-17 00:00:00,97,A,CIRCLEK,
29979,1258369,CIRCLE K #75, ,1630 ARTHUR ST,,LOUISVILLE,KY,40217,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2227000,-85.7519000,2017-01-17 00:00:00,93,,CIRCLEK,
29998,1189528,PIC PAC, ,2421 W MARKET ST,,LOUISVILLE,KY,40212,SUPERMARKET WITH PROCESSING,38.2595000,-85.7909000,2016-04-29 00:00:00,97,,PICPAC,
30043,1188650,F & Y SUPERMARKET, ,3801 W. MARKET STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2621000,-85.8123000,2016-04-26 00:00:00,93,A,FYSUPERMARKET,
30043,1188651,F & Y SUPERMARKET, ,3801 W. MARKET STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2621000,-85.8123000,2016-04-26 00:00:00,93,,FYSUPERMARKET,
30043,1246369,F & Y SUPERMARKET, ,3801 W. MARKET STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2621000,-85.8123000,2016-11-28 00:00:00,92,A,FYSUPERMARKET,
30043,1246370,F & Y SUPERMARKET, ,3801 W. MARKET STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2621000,-85.8123000,2016-11-28 00:00:00,94,,FYSUPERMARKET,
30051,1264733,RITE AID #4629, ,409 W. OAK ST,,LOUISVILLE,KY,40203,PRE-PACKAGED RETAIL,38.2352000,-85.7609000,2017-02-08 00:00:00,92,,RITEAID,
30075,1235234,CVS / PHARMACY #6199, ,3130 PORTLAND,,LOUISVILLE,KY,40212,PRE-PACKAGED RETAIL,38.2738780,-85.7994620,2016-10-14 00:00:00,100,,CVSPHARMACY,
30085,1211628,SPEEDWAY #9709, ,4239 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1974000,-85.7077000,2016-07-19 00:00:00,99,A,SPEEDWAY,
30085,1211629,SPEEDWAY #9709, ,4239 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1974000,-85.7077000,2016-07-19 00:00:00,99,,SPEEDWAY,
30085,1255455,SPEEDWAY #9709, ,4239 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1974000,-85.7077000,2017-01-04 00:00:00,97,A,SPEEDWAY,
30085,1255456,SPEEDWAY #9709, ,4239 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1974000,-85.7077000,2017-01-04 00:00:00,97,,SPEEDWAY,
30090,1178703,JIM DANDY FOOD MART, ,4902 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,PRE-PACKAGED RETAIL,38.1709000,-85.6850000,2016-03-10 00:00:00,90,,JIMDANDYFOODMART,
30102,1183188,FIVE STAR FOOD MART #863, ,3901 TAYLOR BLVD,,LOUISVILLE,KY,40215,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1877000,-85.7831000,2016-04-04 00:00:00,94,A,FIVESTARFOODMART,
30102,1183189,FIVE STAR FOOD MART #863, ,3901 TAYLOR BLVD,,LOUISVILLE,KY,40215,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1877000,-85.7831000,2016-04-04 00:00:00,99,,FIVESTARFOODMART,
30108,1207629,SPEEDWAY #9515, ,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2226000,-85.6691000,2016-07-05 00:00:00,92,A,SPEEDWAY,
30108,1207630,SPEEDWAY #9515, ,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2226000,-85.6691000,2016-07-05 00:00:00,94,,SPEEDWAY,
30108,1252491,SPEEDWAY #9515, ,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2226000,-85.6691000,2016-12-16 00:00:00,94,A,SPEEDWAY,
30108,1252492,SPEEDWAY #9515, ,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2226000,-85.6691000,2016-12-16 00:00:00,94,,SPEEDWAY,
30154,1254935,CIRCLE K #117, ,9619 WHIPPS MILL RD,,LOUISVILLE,KY,40222,SUPERMARKET WITH PROCESSING,38.2693000,-85.5784000,2016-12-28 00:00:00,96,,CIRCLEK,
30162,1187803,CORNER MARKET, ,358 N. 26TH STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2660000,-85.7933000,2016-04-21 00:00:00,97,A,CORNERMARKET,
30162,1187804,CORNER MARKET, ,358 N. 26TH STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2660000,-85.7933000,2016-04-21 00:00:00,97,,CORNERMARKET,
30162,1243338,CORNER MARKET, ,358 N. 26TH STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2660000,-85.7933000,2016-11-14 00:00:00,94,A,CORNERMARKET,
30162,1243339,CORNER MARKET, ,358 N. 26TH STREET,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2660000,-85.7933000,2016-11-14 00:00:00,94,,CORNERMARKET,
30165,1260032,DERBY CITY PRODUCE, ,301 S. 18TH ST,,LOUISVILLE,KY,40203,PRE-PACKAGED RETAIL,38.2561000,-85.7801000,2017-01-23 00:00:00,89,,DERBYCITYPRODUCE,
30227,1237871,DAIRY MART #3296, ,309 E ST CATHERINE ST,,LOUISVILLE,KY,40203,PRE-PACKAGED RETAIL,38.2367000,-85.7507000,2016-10-25 00:00:00,96,,DAIRYMART,
30242,1182413,CURTIS MARKET, ,2720 DUNCAN,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2636000,-85.7967000,2016-03-30 00:00:00,98,A,CURTISMARKET,
30242,1182414,CURTIS MARKET, ,2720 DUNCAN,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2636000,-85.7967000,2016-03-30 00:00:00,94,,CURTISMARKET,
30242,1230343,CURTIS MARKET, ,2720 DUNCAN,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2636000,-85.7967000,2016-09-27 00:00:00,98,A,CURTISMARKET,
30242,1230344,CURTIS MARKET, ,2720 DUNCAN,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2636000,-85.7967000,2016-09-27 00:00:00,98,,CURTISMARKET,
30245,1253373,AL'S BAIT HOUSE, ,14216 DIXIE HWY,,LOUISVILLE,KY,40272,PRE-PACKAGED RETAIL,38.0504000,-85.8962000,2016-12-21 00:00:00,100,,ALSBAITHOUSE,
30248,1178476,PHOENIX SCHOOL OF DISCOVERY, ,3741 PULLIAM DRIVE,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,38.2025714,-85.6431747,2016-03-10 00:00:00,98,A,PHOENIXSCHOOLOFDISCOVERY,
30248,1230678,PHOENIX SCHOOL OF DISCOVERY, ,3741 PULLIAM DRIVE,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,38.2025714,-85.6431747,2016-09-28 00:00:00,99,A,PHOENIXSCHOOLOFDISCOVERY,
30248,1264645,PHOENIX SCHOOL OF DISCOVERY, ,3741 PULLIAM DRIVE,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,38.2025714,-85.6431747,2017-02-07 00:00:00,99,A,PHOENIXSCHOOLOFDISCOVERY,
30258,1248538,CIRCLE K #110, ,3001 FERN VALLEY RD,,LOUISVILLE,KY,40213,SUPERMARKET WITH PROCESSING,38.1575000,-85.7090000,2016-12-05 00:00:00,92,,CIRCLEK,
30264,1179875,SPEEDWAY #5043, ,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1815000,-85.8153000,2016-03-17 00:00:00,98,A,SPEEDWAY,
30264,1179876,SPEEDWAY #5043, ,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1815000,-85.8153000,2016-03-17 00:00:00,98,,SPEEDWAY,
30264,1227578,SPEEDWAY #5043, ,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1815000,-85.8153000,2016-09-16 00:00:00,94,A,SPEEDWAY,
30264,1227579,SPEEDWAY #5043, ,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1815000,-85.8153000,2016-09-16 00:00:00,94,,SPEEDWAY,
30264,1258200,SPEEDWAY #5043, ,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1815000,-85.8153000,2017-01-13 00:00:00,97,A,SPEEDWAY,
30264,1258201,SPEEDWAY #5043, ,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1815000,-85.8153000,2017-01-13 00:00:00,97,,SPEEDWAY,
30295,1213136,GRAND MARKET, ,1731 DIXIE HGWY,,LOUISVILLE,KY,40211,SUPERMARKET WITH PROCESSING,38.2248000,-85.7910000,2016-07-25 00:00:00,90,,GRANDMARKET,
30295,1214013,GRAND MARKET, ,1731 DIXIE HGWY,,LOUISVILLE,KY,40211,SUPERMARKET WITH PROCESSING,38.2248000,-85.7910000,2016-07-27 00:00:00,99,,GRANDMARKET,
30295,1248925,GRAND MARKET, ,1731 DIXIE HGWY,,LOUISVILLE,KY,40211,SUPERMARKET WITH PROCESSING,38.2248000,-85.7910000,2016-12-06 00:00:00,92,,GRANDMARKET,
30295,1250589,GRAND MARKET, ,1731 DIXIE HGWY,,LOUISVILLE,KY,40211,SUPERMARKET WITH PROCESSING,38.2248000,-85.7910000,2016-12-08 00:00:00,90,,GRANDMARKET,
30319,1255196,ROADSIDE GROCERY, ,18104 SHELBYVILLE RD,,LOUISVILLE,KY,40023,SUPERMARKET WITH PROCESSING,38.2356000,-85.4281000,2017-01-03 00:00:00,100,,ROADSIDEGROCERY,
30337,1204195,PIC PAC, ,3110 TAYLOR BLVD,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,38.2064000,-85.7767000,2016-06-08 00:00:00,94,,PICPAC,
30374,1223981,SUGAR AND SPICE, ,5613 BARDSTOWN RD,,LOUISVILLE,KY,40219,PRE-PACKAGED RETAIL,38.1646000,-85.5977000,2016-09-01 00:00:00,98,,SUGARANDSPICE,
30394,1227253,SAM'S CLUB #8276, ,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1549000,-85.6998000,2016-09-15 00:00:00,98,A,SAMSCLUB,
30394,1227254,SAM'S CLUB #8276, ,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1549000,-85.6998000,2016-09-15 00:00:00,92,,SAMSCLUB,
30399,1210983,BIG LOTS #175, ,5318 BARDSTOWN RD,,LOUISVILLE,KY,40291,PRE-PACKAGED RETAIL,38.1664000,-85.6047000,2016-07-18 00:00:00,99,,BIGLOTS,
30407,1201019,MANLEY'S MARATHON, ,7205 MANSLICK  RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1555000,-85.8014000,2016-06-09 00:00:00,96,A,MANLEYSMARATHON,
30407,1201020,MANLEY'S MARATHON, ,7205 MANSLICK  RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1555000,-85.8014000,2016-06-09 00:00:00,96,,MANLEYSMARATHON,
30407,1251330,MANLEY'S MARATHON, ,7205 MANSLICK  RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1555000,-85.8014000,2016-12-13 00:00:00,96,A,MANLEYSMARATHON,
30407,1251331,MANLEY'S MARATHON, ,7205 MANSLICK  RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1555000,-85.8014000,2016-12-13 00:00:00,96,,MANLEYSMARATHON,
30411,1227954,WALGREENS #12322, ,808 EASTERN PKWY,,LOUISVILLE,KY,40217,PRE-PACKAGED RETAIL,38.2147000,-85.7417000,2016-09-12 00:00:00,100,,WALGREENS,
30425,1182142,BIG LOTS #226, ,4121 SHELBYVILLE RD,,LOUISVILLE,KY,40205,SUPERMARKET WITH PROCESSING,38.2532000,-85.6459000,2016-03-29 00:00:00,100,,BIGLOTS,
30425,1265344,BIG LOTS #226, ,4121 SHELBYVILLE RD,,LOUISVILLE,KY,40205,SUPERMARKET WITH PROCESSING,38.2532000,-85.6459000,2017-02-10 00:00:00,100,,BIGLOTS,
30826,1195535,TIMOTHY'S ANGELS, ,1351 CATALPA AVE,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2347000,-85.8015000,2016-05-20 00:00:00,100,A,TIMOTHYSANGELS,
30826,1242715,TIMOTHY'S ANGELS, ,1351 CATALPA AVE,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2347000,-85.8015000,2016-11-09 00:00:00,100,A,TIMOTHYSANGELS,
30917,1208763,BRIGHT HORIZONS @ PLAINVIEW SCHOOL, ,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2346000,-85.5678000,2016-07-08 00:00:00,100,A,BRIGHTHORIZONSPLAINVIEWSCHOOL,
30917,1257004,BRIGHT HORIZONS @ PLAINVIEW SCHOOL, ,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2346000,-85.5678000,2017-01-10 00:00:00,100,A,BRIGHTHORIZONSPLAINVIEWSCHOOL,
30968,1211101,KIDDIE KAMPUS DAY CARE, ,3685 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2077000,-85.7147000,2016-07-18 00:00:00,96,A,KIDDIEKAMPUSDAYCARE,
30968,1253429,KIDDIE KAMPUS DAY CARE, ,3685 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2077000,-85.7147000,2016-12-21 00:00:00,98,A,KIDDIEKAMPUSDAYCARE,
30972,1176922,KINDER CARE, ,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2688000,-85.6930000,2016-03-04 00:00:00,99,A,KINDERCARE,
30972,1234761,KINDER CARE, ,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2688000,-85.6930000,2016-10-12 00:00:00,99,A,KINDERCARE,
30989,1206860,SOUTHSIDE CHRISTIAN DAYCARE INC., ,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1666000,-85.7651000,2016-06-30 00:00:00,100,A,SOUTHSIDECHRISTIANDAYCAREINC,
30989,1264173,SOUTHSIDE CHRISTIAN DAYCARE INC., ,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1666000,-85.7651000,2017-02-06 00:00:00,100,A,SOUTHSIDECHRISTIANDAYCAREINC,
30993,1205752,WEE CARE NURSERY, ,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2447170,-85.5401210,2016-06-27 00:00:00,97,A,WEECARENURSERY,
30993,1253114,WEE CARE NURSERY, ,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2447170,-85.5401210,2016-12-20 00:00:00,98,A,WEECARENURSERY,
30996,1174930,KIDDIE LAND DAY CARE CTR., ,1152 DIXIE HGWY,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2378000,-85.7869000,2016-02-25 00:00:00,100,A,KIDDIELANDDAYCARECTR,
30996,1193564,KIDDIE LAND DAY CARE CTR., ,1152 DIXIE HGWY,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2378000,-85.7869000,2016-05-12 00:00:00,100,A,KIDDIELANDDAYCARECTR,
30996,1251895,KIDDIE LAND DAY CARE CTR., ,1152 DIXIE HGWY,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2378000,-85.7869000,2016-12-15 00:00:00,100,A,KIDDIELANDDAYCARECTR,
31039,1214729,JOHNSON'S DAY CARE, ,5533 BRUCE AVE,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1463000,-85.7822000,2016-07-29 00:00:00,99,A,JOHNSONSDAYCARE,
31039,1260668,JOHNSON'S DAY CARE, ,5533 BRUCE AVE,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1463000,-85.7822000,2017-01-25 00:00:00,100,A,JOHNSONSDAYCARE,
31043,1178432,KINDER CARE LEARN CTR #424, ,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2080000,-85.6382000,2016-03-10 00:00:00,98,A,KINDERCARELEARNCTR,
31043,1241308,KINDER CARE LEARN CTR #424, ,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2080000,-85.6382000,2016-11-03 00:00:00,100,A,KINDERCARELEARNCTR,
31053,1211476,KINDER-CARE/SHELBYVILLE, ,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2481000,-85.6049000,2016-07-19 00:00:00,99,A,KINDERCARESHELBYVILLE,
31053,1259484,KINDER-CARE/SHELBYVILLE, ,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2481000,-85.6049000,2017-01-20 00:00:00,99,A,KINDERCARESHELBYVILLE,
31071,1179112,KINDER-CARE NEWBURG, ,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2045000,-85.6929000,2016-03-15 00:00:00,93,C,KINDERCARENEWBURG,
